00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,21,21,21,43,43,43,21,21,21,51,21,21,43,43,43,21,21,21,74,47,47,47,47,47,84,24,24,24,48,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,84,00
00,22,22,22,43,43,43,22,22,22,52,22,22,43,43,43,22,22,22,46,43,43,43,43,43,56,70,70,70,75,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,70,70,70,70,70,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,00
00,43,43,43,43,43,43,43,43,43,01,43,43,43,43,43,43,43,43,46,43,43,43,43,43,56,70,70,70,70,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,70,70,70,70,70,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,00
00,22,22,22,43,43,43,22,22,22,52,22,22,43,43,43,22,22,22,46,43,43,43,43,43,56,70,70,70,70,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,70,70,70,70,70,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,00
00,43,43,43,43,43,43,43,43,43,01,43,43,43,43,43,43,43,43,46,43,43,43,43,43,56,70,70,70,74,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,84,70,70,70,74,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,00
00,22,22,22,43,43,43,22,22,22,52,22,22,43,43,43,22,22,22,46,43,43,43,43,43,85,70,70,70,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,70,70,70,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,00
00,43,43,43,43,43,43,43,43,43,01,43,43,43,43,43,43,43,43,46,43,43,43,43,43,70,70,70,70,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,70,70,70,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,00
00,22,22,22,43,43,43,22,22,22,52,22,22,43,43,43,22,22,22,46,43,43,43,43,43,70,70,70,70,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,70,70,70,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,00
00,43,43,43,43,43,43,43,43,43,01,43,43,43,43,43,43,43,43,46,43,43,43,43,43,84,70,70,70,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,70,70,70,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,00
