00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,90,90,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,90,90,00,00,00,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,00,00,00,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,43,43,43,43,90,90,43,43,43,43,43,43,43,43,90,90,43,43,43,43,90,00,03,03,03,03,03,03,03,03,03,03,03,03,03,03
